CustomerID,TransactionAfterStartDate(Days),RecentTransaction,TotalTransactions,CustomerLife(Days),DaysSinceLastTransaction,AvgDaysBetweenTransactions,AvgTransactionsPerMonth,AvgTransactionValue,MaxTransactionValue,MinTransactionValue,Revenue,ActiveMonths,InactiveMonths,NoOfWeekendTransactions,NoOfWeekdayTransactions,MaxGapBetweentransactions,Churner
13959,11,2011-09-21 15:06:00,3,283,78,141.5,1.0,6.600444444444444,42.5,0.39,594.04,3,10,1.0,2.0,201,False
13969,8,2011-12-02 15:11:00,18,357,6,21.0,1.6363636363636365,14.578626817447496,207.50000000000003,0.19,9024.17,11,2,0.0,18.0,55,False
13982,8,2011-10-31 16:24:00,4,326,38,108.66666666666667,1.0,16.863153153153153,81.6,1.25,1871.81,4,9,0.0,4.0,163,False
13983,7,2011-11-10 11:06:00,12,337,29,30.636363636363637,1.3333333333333333,24.3311214953271,290.0,0.85,2603.43,9,4,2.0,10.0,98,False
13984,7,2011-11-13 12:38:00,5,339,26,84.75,1.0,57.531875,432.48,8.5,920.51,5,8,1.0,4.0,123,False
13985,109,2011-12-05 17:06:00,15,260,3,18.571428571428573,1.6666666666666667,20.130997150997153,53.1,2.1,7065.9800000000005,9,4,1.0,14.0,49,False
13999,12,2011-11-29 13:40:00,12,351,9,31.90909090909091,1.2,18.758701923076924,81.36,2.2800000000000002,3901.81,10,3,0.0,12.0,67,False
14001,0,2011-10-25 10:31:00,3,327,45,163.5,1.0,52.38666666666667,179.0,15.0,2043.0800000000002,3,10,0.0,3.0,187,False
14030,7,2011-11-21 16:48:00,8,348,17,49.714285714285715,1.3333333333333333,9.747272727272728,290.0,0.84,2358.84,6,7,2.0,6.0,122,False
14031,1,2011-12-02 17:13:00,19,365,6,20.27777777777778,1.7272727272727273,69.14744,1416.0,0.83,17286.86,11,2,0.0,19.0,52,False
14032,7,2011-12-07 15:23:00,11,364,1,36.4,1.375,20.80832167832168,128.88,5.04,2975.59,8,5,1.0,10.0,81,False
14040,42,2011-10-30 12:42:00,12,290,40,26.363636363636363,1.5,15.547248908296943,175.2,1.25,3560.32,8,5,6.0,6.0,74,False
14047,1,2011-12-01 11:43:00,5,364,8,91.0,1.0,40.894062500000004,183.60000000000002,9.3,1308.6100000000001,5,8,0.0,5.0,137,False
14051,7,2011-12-09 10:20:00,23,365,0,16.59090909090909,1.7692307692307692,74.33519047619048,357.6,6.959999999999999,15610.390000000001,13,0,2.0,21.0,39,False
14056,89,2011-12-08 13:36:00,23,282,0,12.818181818181818,2.090909090909091,7.493299632352941,74.25,0.39,8152.71,11,2,0.0,23.0,25,False
14057,13,2011-11-16 10:32:00,17,336,23,21.0,1.5454545454545454,21.949328621908126,386.64,0.65,6211.66,11,2,2.0,15.0,65,False
14060,1,2011-12-05 12:29:00,19,368,4,20.444444444444443,1.4615384615384615,30.39811881188119,252.0,5.04,6140.42,13,0,1.0,18.0,38,False
14062,9,2011-11-30 10:04:00,12,354,9,32.18181818181818,1.5,94.27792792792793,594.0,0.84,10464.85,8,5,0.0,12.0,83,False
14083,2,2011-12-05 13:14:00,9,367,3,45.875,1.5,5.6661016949152545,29.700000000000003,0.65,1002.9,6,7,0.0,9.0,118,False
14085,5,2011-12-07 13:46:00,18,366,1,21.529411764705884,1.8,9.868950892857143,51.0,0.39,4421.29,10,3,0.0,18.0,96,False
14088,51,2011-11-29 16:16:00,13,312,9,26.0,2.1666666666666665,85.7246349745331,459.0,1.06,50491.81,6,7,1.0,12.0,132,False
14092,15,2011-12-02 12:13:00,14,350,7,26.923076923076923,1.2727272727272727,19.050981308411213,71.4,0.85,4076.91,11,2,2.0,12.0,52,False
14096,272,2011-12-05 17:17:00,17,97,3,6.0625,3.4,10.453077526987242,264.32,0.42,53258.43,5,8,0.0,17.0,9,False
14099,19,2011-11-23 13:53:00,11,338,15,33.8,1.1,12.41668,121.67999999999999,0.75,3104.17,10,3,0.0,11.0,54,False
14107,9,2011-10-19 12:12:00,7,312,51,52.0,1.0,21.977479674796747,71.4,6.959999999999999,2703.23,7,6,1.0,6.0,79,False
14110,107,2011-12-06 12:26:00,12,263,3,23.90909090909091,1.3333333333333333,36.460448717948715,325.44,4.68,5687.83,9,4,0.0,12.0,48,False
14113,19,2011-12-06 12:18:00,4,351,3,117.0,1.0,54.13,408.0,7.4399999999999995,1840.42,4,9,0.0,4.0,276,False
14132,190,2011-12-07 13:35:00,11,181,1,18.1,1.5714285714285714,17.930149999999998,74.0,4.32,3586.0299999999997,7,6,0.0,11.0,26,False
14135,1,2011-12-08 11:38:00,15,371,1,26.5,1.875,35.00231343283583,237.60000000000002,7.800000000000001,4690.31,8,5,2.0,13.0,106,False
14146,16,2011-12-01 10:18:00,5,348,8,87.0,1.25,19.957142857142856,183.60000000000002,6.64,4191.0,4,9,0.0,5.0,173,False
14150,14,2011-11-04 10:05:00,2,324,35,324.0,1.0,25.33230769230769,118.80000000000001,4.5600000000000005,658.64,2,11,0.0,2.0,324,False
14156,2,2011-11-30 10:54:00,55,361,9,6.685185185185185,4.583333333333333,84.02156272401434,2365.2,1.25,117210.08,12,1,3.0,52.0,42,False
14159,11,2011-11-20 12:36:00,11,343,19,34.3,1.5714285714285714,3.9420613287904596,51.0,0.12,4627.98,7,6,4.0,7.0,106,False
14180,1,2011-11-29 10:56:00,25,361,10,15.041666666666666,2.0833333333333335,19.785500000000003,165.0,7.5,4748.52,12,1,1.0,24.0,33,False
14189,5,2011-12-07 15:55:00,15,366,1,26.142857142857142,1.25,17.56256603773585,76.32000000000001,2.88,4654.08,12,1,1.0,14.0,52,False
14191,153,2011-12-08 09:23:00,13,218,1,18.166666666666668,1.625,18.08787644787645,79.0,3.3600000000000003,4684.76,8,5,0.0,13.0,29,False
14194,65,2011-12-05 10:38:00,21,303,4,15.15,2.1,19.601934369602763,129.0,2.88,11349.52,10,3,1.0,20.0,56,False
14201,14,2011-10-10 13:27:00,7,299,59,49.833333333333336,1.0,20.20108108108108,67.6,6.959999999999999,747.44,7,6,1.0,6.0,125,False
14215,5,2011-11-28 12:19:00,6,356,11,71.2,1.2,16.57148148148148,35.400000000000006,4.5600000000000005,1789.72,5,8,0.0,6.0,128,False
14217,7,2011-12-08 11:53:00,17,364,1,22.75,1.4166666666666667,20.0498,130.8,9.48,2004.98,12,1,2.0,15.0,56,False
14227,89,2011-11-13 15:48:00,10,258,25,28.666666666666668,2.0,19.148342857142858,70.80000000000001,7.800000000000001,3350.96,5,8,1.0,9.0,110,False
14236,1,2011-09-20 09:13:00,2,291,80,291.0,1.0,32.724000000000004,158.4,6.72,490.86,2,11,0.0,2.0,291,False
14239,57,2011-10-27 14:40:00,11,272,42,27.2,1.375,21.257589285714285,79.2,6.959999999999999,2380.85,8,5,0.0,11.0,69,False
14243,8,2011-12-01 11:12:00,10,357,8,39.666666666666664,1.1111111111111112,18.360070921985816,70.8,4.5600000000000005,2588.77,9,4,0.0,10.0,69,False
14282,6,2011-12-06 17:04:00,15,364,2,26.0,1.6666666666666667,24.035324675324677,179.0,2.34,3701.44,9,4,1.0,14.0,101,False
14290,12,2011-11-28 14:02:00,5,350,10,87.5,1.25,22.917326732673267,183.60000000000002,6.64,2314.65,4,9,0.0,5.0,280,False
14291,98,2011-12-08 10:26:00,11,273,1,27.3,1.8333333333333333,16.385021097046412,89.69999999999999,5.04,3883.25,6,7,0.0,11.0,64,False
14293,5,2011-12-06 15:17:00,4,365,2,121.66666666666667,1.0,17.15672131147541,47.7,4.32,1046.56,4,9,0.0,4.0,157,False
14298,13,2011-12-01 13:12:00,44,352,7,8.186046511627907,3.3846153846153846,31.476664630421503,650.25,0.19,51527.3,13,0,0.0,44.0,28,False
14299,8,2011-12-01 16:05:00,9,357,7,44.625,1.2857142857142858,27.73160839160839,350.4,5.04,3965.62,7,6,0.0,9.0,210,False
14307,0,2011-09-12 09:38:00,6,284,88,56.8,1.2,16.642888888888887,50.849999999999994,5.04,2995.72,5,8,0.0,6.0,104,False
14309,15,2011-12-01 13:33:00,9,350,7,43.75,1.2857142857142858,20.10709401709402,138.24,2.88,2352.53,7,6,0.0,9.0,74,False
14334,15,2011-11-23 10:01:00,8,341,16,48.714285714285715,1.0,15.754382716049383,58.0,6.959999999999999,2552.21,8,5,0.0,8.0,81,False
14367,97,2011-12-01 13:19:00,16,267,7,17.8,1.7777777777777777,17.711746641074857,214.79999999999998,0.21,9227.82,9,4,1.0,15.0,52,False
14388,1,2011-11-29 13:32:00,8,362,9,51.714285714285715,1.1428571428571428,17.273333333333333,62.400000000000006,2.88,3212.84,7,6,0.0,8.0,90,False
14390,1,2011-11-29 13:49:00,9,362,9,45.25,1.5,16.347077464788732,146.25,0.39,4642.57,6,7,0.0,9.0,133,False
14395,1,2011-12-07 14:34:00,9,369,1,46.125,1.0,9.999741379310345,44.550000000000004,0.39,3479.91,9,4,2.0,7.0,99,False
14396,2,2011-10-05 16:09:00,2,306,64,306.0,1.0,6.684794520547945,29.5,0.65,487.99,2,11,0.0,2.0,306,False
14397,160,2011-12-07 09:22:00,19,210,2,11.666666666666666,2.375,30.034022988505747,103.67999999999999,6.959999999999999,2612.96,8,5,3.0,16.0,22,False
14401,14,2011-12-05 13:30:00,13,355,3,29.583333333333332,1.625,22.26087912087912,97.80000000000001,4.5600000000000005,4051.48,8,5,0.0,13.0,132,False
14404,4,2011-11-06 12:30:00,6,335,33,67.0,1.0,14.4932,76.5,0.14,1449.32,6,7,3.0,3.0,90,False
14409,5,2011-09-29 18:18:00,6,297,70,59.4,1.2,38.137962962962966,356.40000000000003,2.52,2059.4500000000003,5,8,0.0,6.0,168,False
14414,15,2011-09-09 12:09:00,7,267,91,44.5,1.75,15.432783505154639,56.88,1.9,1496.98,4,9,1.0,6.0,222,True
14415,13,2011-12-08 14:38:00,13,359,0,29.916666666666668,1.0833333333333333,10.113246977547496,51.0,0.42,5855.57,12,1,2.0,11.0,70,False
14419,9,2011-11-29 11:22:00,6,354,10,70.8,1.2,5.206881188118811,30.0,0.42,1051.79,5,8,0.0,6.0,178,False
14426,61,2011-11-16 12:25:00,10,289,23,32.111111111111114,2.0,20.007455357142856,252.0,2.34,4481.67,5,8,0.0,10.0,102,False
14440,8,2011-12-01 15:42:00,5,357,7,89.25,1.0,42.8669090909091,153.0,10.2,2357.6800000000003,5,8,0.0,5.0,244,False
14443,5,2011-10-17 10:10:00,4,314,53,104.66666666666667,1.0,15.270967741935484,35.95,5.04,1420.2,4,9,1.0,3.0,171,False
14448,9,2011-11-30 13:50:00,2,354,8,354.0,1.0,18.767500000000002,237.60000000000002,1.45,375.35,2,11,0.0,2.0,354,False
14449,1,2011-11-21 12:06:00,4,353,18,117.66666666666667,1.0,3.5431999999999997,30.0,0.19,885.8,4,9,0.0,4.0,182,False
14462,34,2011-10-04 15:55:00,11,273,65,27.3,1.2222222222222223,8.515387931034482,39.599999999999994,0.24,1975.57,9,4,1.0,10.0,53,False
14466,1,2011-11-10 14:07:00,7,343,28,57.166666666666664,1.0,31.561111111111114,127.5,5.8,2272.4,7,6,1.0,6.0,93,False
14487,5,2011-11-13 12:17:00,6,341,26,68.2,1.5,8.324857142857143,51.0,0.39,1165.48,4,9,5.0,1.0,279,False
14498,12,2011-10-28 12:09:00,5,319,42,79.75,1.0,10.141554404145078,170.0,0.42,1957.32,5,8,0.0,5.0,175,False
14502,60,2011-11-20 11:50:00,11,293,19,29.3,1.5714285714285714,3.998006589785832,89.55,0.19,2426.79,7,6,7.0,4.0,85,False
14505,11,2011-11-22 15:45:00,8,344,16,49.142857142857146,1.3333333333333333,7.464242038216561,75.60000000000001,0.42,5859.43,6,7,1.0,7.0,95,False
14506,4,2011-11-22 13:02:00,5,351,16,87.75,1.0,6.6462711864406785,45.0,0.29,1960.65,5,8,1.0,4.0,121,False
14524,13,2011-11-08 12:29:00,9,329,31,41.125,1.5,9.359543147208122,102.0,0.5700000000000001,1843.83,6,7,2.0,7.0,106,False
14525,12,2011-11-20 11:37:00,9,341,19,42.625,1.125,14.95,244.79999999999998,0.42,4215.9,8,5,1.0,8.0,73,False
14527,4,2011-12-07 12:19:00,55,366,2,6.777777777777778,4.230769230769231,8.76920618556701,87.6,0.39,8506.13,13,0,2.0,53.0,15,False
14533,21,2011-11-15 12:05:00,7,328,24,54.666666666666664,1.4,31.44709677419355,127.2,4.5600000000000005,1949.72,5,8,2.0,5.0,240,False
14534,55,2011-12-07 12:19:00,18,315,2,18.529411764705884,1.5,8.669921104536488,169.92000000000002,0.39,4395.65,12,1,0.0,18.0,41,False
14543,9,2011-11-11 12:45:00,16,336,28,22.4,1.6,52.35411764705882,272.0,0.76,3560.08,10,3,0.0,16.0,45,False
14544,12,2011-11-15 15:06:00,2,337,23,337.0,1.0,18.056756756756755,103.67999999999999,1.65,2004.3,2,11,0.0,2.0,337,False
14560,16,2011-12-02 15:22:00,22,350,6,16.666666666666668,1.8333333333333333,30.240135135135134,136.0,9.959999999999999,2237.77,12,1,1.0,21.0,64,False
14562,69,2011-12-06 11:05:00,18,300,3,17.647058823529413,2.0,11.949331742243437,99.60000000000001,0.39,5006.77,9,4,2.0,16.0,57,False
14565,12,2011-09-05 09:07:00,4,265,95,88.33333333333333,1.0,24.40251968503937,67.5,5.04,3099.12,4,9,0.0,4.0,155,True
14577,11,2011-11-27 12:47:00,4,350,12,116.66666666666667,1.0,6.989512195121952,22.5,0.95,859.71,4,9,2.0,2.0,151,False
14594,0,2011-12-02 13:28:00,2,365,6,365.0,1.0,6.987115384615384,17.0,0.85,363.33,2,11,0.0,2.0,365,False
14606,0,2011-12-08 19:28:00,90,372,0,4.179775280898877,6.923076923076923,4.460041136873597,139.29999999999998,0.12,11926.15,13,0,12.0,78.0,12,False
14607,112,2011-11-24 10:35:00,12,245,15,22.272727272727273,4.0,192.58333333333334,1293.6,9.9,15021.5,3,10,0.0,12.0,214,False
14608,11,2011-12-05 16:52:00,4,358,3,119.33333333333333,1.0,89.25750000000001,204.0,3.75,1785.15,4,9,1.0,3.0,276,False
14621,15,2011-12-08 16:22:00,5,357,0,89.25,1.0,19.438695652173916,59.400000000000006,8.2,1788.3600000000001,5,8,1.0,4.0,171,False
14639,12,2011-10-18 15:06:00,6,309,51,61.8,1.5,17.351686046511627,60.0,6.959999999999999,2984.49,4,9,0.0,6.0,171,False
14646,19,2011-12-08 12:12:00,73,353,1,4.902777777777778,5.615384615384615,135.645242248062,4992.0,0.39,279971.77999999997,13,0,1.0,72.0,30,False
14667,5,2011-11-29 11:30:00,25,357,10,14.875,2.272727272727273,16.202809187279154,170.0,0.39,9170.79,11,2,2.0,23.0,36,False
14673,6,2011-12-06 14:31:00,5,364,2,91.0,1.6666666666666667,23.464864864864865,122.39999999999999,5.04,1736.4,3,10,0.0,5.0,329,False
14680,2,2011-11-14 16:59:00,16,346,24,23.066666666666666,1.4545454545454546,111.45003875968993,622.5,0.85,28754.11,11,2,0.0,16.0,46,False
14684,11,2011-11-14 11:33:00,5,336,25,84.0,1.0,3.080794871794872,61.199999999999996,0.32,1201.51,5,8,3.0,2.0,147,False
14688,0,2011-12-02 12:26:00,21,366,7,18.3,1.75,17.219444444444445,153.0,0.19,5579.1,12,1,0.0,21.0,48,False
14696,0,2011-12-05 13:43:00,7,368,3,61.333333333333336,1.0,15.991923076923076,51.0,1.9,2078.95,7,6,1.0,6.0,83,False
14702,8,2011-12-08 19:29:00,17,364,0,22.75,1.5454545454545454,9.508157894736842,59.8,0.83,3251.79,11,2,2.0,15.0,119,False
14708,5,2011-12-07 08:21:00,3,365,2,182.5,1.0,40.2275,162.72,5.04,1126.37,3,10,0.0,3.0,214,False
14709,15,2011-11-24 15:41:00,13,343,14,28.583333333333332,1.4444444444444444,25.10734693877551,62.400000000000006,6.959999999999999,4921.04,9,4,2.0,11.0,61,False
14711,111,2011-11-29 14:58:00,11,252,9,25.2,1.5714285714285714,8.230782608695652,195.0,0.39,2839.62,7,6,1.0,10.0,66,False
14713,8,2011-11-30 16:26:00,11,355,8,35.5,1.375,7.876331360946745,102.0,0.84,2662.2,8,5,0.0,11.0,69,False
14723,2,2011-11-29 15:23:00,6,361,9,72.2,2.0,4.343643410852714,35.400000000000006,0.21,1120.66,3,10,1.0,5.0,317,False
14733,6,2011-11-23 15:39:00,12,351,15,31.90909090909091,1.3333333333333333,47.455,204.0,7.5,9585.91,9,4,1.0,11.0,94,False
14735,15,2011-12-06 12:09:00,31,354,3,11.8,2.5833333333333335,31.350725388601035,107.10000000000001,8.2,6050.69,12,1,1.0,30.0,55,False
14737,20,2011-12-06 10:16:00,3,349,3,174.5,1.0,68.50294117647059,170.0,16.5,1164.55,3,10,0.0,3.0,224,False
14739,6,2011-12-05 16:54:00,7,363,3,60.5,1.0,65.038,180.0,8.4,3902.28,7,6,1.0,6.0,125,False
14741,1,2011-11-28 08:48:00,6,361,11,72.2,1.2,23.73457627118644,93.60000000000001,9.959999999999999,1400.34,5,8,1.0,5.0,197,False
14744,7,2011-11-23 12:51:00,7,350,15,58.333333333333336,1.4,42.30692307692308,145.0,0.55,1099.98,5,8,0.0,7.0,237,False
14748,5,2011-11-10 18:33:00,5,339,28,84.75,1.25,15.907303370786517,34.8,4.0,1415.75,4,9,0.0,5.0,156,False
14755,39,2011-11-30 11:24:00,11,324,9,32.4,1.1,21.320340425531914,59.400000000000006,9.899999999999999,5010.28,10,3,2.0,9.0,49,False
14766,7,2011-12-01 16:05:00,6,358,7,71.6,1.0,18.321259259259257,54.08,2.88,2473.37,6,7,0.0,6.0,109,False
14769,16,2011-12-07 10:24:00,8,354,2,50.57142857142857,1.0,9.816522148916118,165.0,0.5700000000000001,10415.33,8,5,3.0,5.0,79,False
14775,1,2011-10-12 15:27:00,3,313,57,156.5,1.0,16.865,50.400000000000006,6.84,1011.9,3,10,0.0,3.0,234,False
14776,61,2011-10-19 15:34:00,11,261,50,26.1,1.5714285714285714,21.694871794871798,100.80000000000001,10.08,2538.3,7,6,0.0,11.0,78,False
14796,7,2011-12-08 15:31:00,17,365,0,22.8125,1.3076923076923077,7.050335985853227,100.80000000000001,0.12,7973.93,13,0,0.0,17.0,45,False
14800,4,2011-10-23 12:46:00,12,322,47,29.272727272727273,1.3333333333333333,11.310156657963446,102.0,0.38,4331.79,9,4,8.0,4.0,62,False
14810,4,2011-10-30 11:19:00,11,328,40,32.8,1.2222222222222223,8.209960629921259,35.400000000000006,0.39,2085.33,9,4,8.0,3.0,63,False
14825,5,2011-12-06 11:38:00,12,364,3,33.09090909090909,1.2,18.50841666666667,85.0,0.95,2221.01,10,3,1.0,11.0,71,False
14829,1,2011-11-10 16:16:00,4,343,28,114.33333333333333,1.3333333333333333,16.60833333333333,34.8,5.04,697.55,3,10,0.0,4.0,176,False
14841,15,2011-10-17 15:03:00,6,305,52,61.0,1.2,23.88231884057971,60.480000000000004,4.5600000000000005,3295.76,5,8,0.0,6.0,119,False
14849,0,2011-11-18 10:58:00,25,351,21,14.625,2.272727272727273,20.439536082474227,175.2,5.04,7930.54,11,2,0.0,25.0,49,False
14865,1,2011-12-02 16:25:00,2,364,6,364.0,1.0,13.05,18.0,9.120000000000001,52.2,2,11,0.0,2.0,364,False
14866,7,2011-11-29 11:45:00,11,355,10,35.5,1.8333333333333333,146.46326530612245,816.0,0.14,14353.4,6,7,0.0,11.0,224,False
14871,13,2011-12-06 13:42:00,4,357,2,119.0,1.0,5.390107526881721,23.700000000000003,1.25,501.28000000000003,4,9,0.0,4.0,175,False
14878,15,2011-11-27 11:15:00,9,345,12,43.125,1.2857142857142858,12.099098360655738,102.0,0.42,1476.09,7,6,7.0,2.0,91,False
14895,83,2011-12-02 09:23:00,20,282,7,14.842105263157896,2.0,22.366887550200804,158.39999999999998,5.04,11138.710000000001,10,3,7.0,13.0,44,False
14898,2,2011-11-16 14:54:00,6,347,22,69.4,1.0,11.645045871559633,100.8,0.39,1269.31,6,7,0.0,6.0,111,False
14901,1,2011-11-28 17:09:00,9,361,10,45.125,2.25,14.805104166666666,75.0,0.65,1421.29,4,9,0.0,9.0,238,False
14907,6,2011-12-06 14:14:00,7,364,2,60.666666666666664,1.4,21.21878787878788,95.69999999999999,9.959999999999999,3501.1,5,8,0.0,7.0,212,False
14911,0,2011-12-08 15:54:00,199,372,0,1.878787878787879,15.307692307692308,24.861292768959437,540.0,1.45,140963.53,13,0,14.0,185.0,17,False
14913,14,2011-11-04 08:29:00,4,323,35,107.66666666666667,1.0,14.108390804597702,72.0,2.52,1227.43,4,9,0.0,4.0,147,False
14944,77,2011-11-10 09:10:00,12,266,29,24.181818181818183,2.0,34.707352941176474,118.80000000000001,7.800000000000001,5900.25,6,7,0.0,12.0,78,False
14952,9,2011-10-11 10:33:00,11,304,59,30.4,2.2,58.69195652173913,350.4,6.6000000000000005,8099.49,5,8,1.0,10.0,118,False
14961,13,2011-11-29 09:42:00,9,349,10,43.625,1.5,22.579102564102566,145.0,7.800000000000001,7044.68,6,7,0.0,9.0,77,False
14987,8,2011-11-24 09:59:00,2,349,15,349.0,1.0,81.6,81.6,81.6,326.4,2,11,0.0,2.0,349,False
15005,7,2011-11-24 12:25:00,28,350,15,12.962962962962964,2.3333333333333335,5.664869486948695,30.24,0.39,6293.67,12,1,3.0,25.0,29,False
15012,0,2011-10-17 12:22:00,2,319,53,319.0,1.0,3.3200000000000003,12.75,0.39,405.04,2,11,0.0,2.0,319,False
15018,6,2011-11-01 12:47:00,3,329,38,164.5,1.0,16.006774193548388,51.0,2.5,496.21000000000004,3,10,0.0,3.0,214,False
15021,7,2011-12-01 11:53:00,9,357,8,44.625,1.125,4.215698198198198,41.5,0.19,1871.77,8,5,2.0,7.0,105,False
15023,4,2011-12-06 17:23:00,11,366,2,36.6,1.2222222222222223,12.162450090744102,250.0,0.42,6701.51,9,4,2.0,9.0,73,False
15024,6,2011-11-30 12:06:00,10,357,9,39.666666666666664,2.0,10.765986842105264,46.8,0.42,1636.43,5,8,0.0,10.0,167,False
15028,5,2011-12-01 14:06:00,4,360,7,120.0,1.3333333333333333,13.065208333333333,59.0,0.39,627.13,3,10,0.0,4.0,325,False
15033,44,2011-12-05 12:40:00,10,324,4,36.0,1.25,5.10776,52.02,0.39,2553.88,8,5,2.0,8.0,72,False
15034,20,2011-11-24 12:11:00,8,338,15,48.285714285714285,1.3333333333333333,10.959384615384614,177.60000000000002,0.36,4274.16,6,7,1.0,7.0,162,False
15038,4,2011-10-12 11:33:00,6,311,58,62.2,1.2,5.48592,49.5,0.65,685.74,5,8,5.0,1.0,126,False
15039,5,2011-11-30 11:31:00,47,359,9,7.804347826086956,3.9166666666666665,13.38293161814489,249.00000000000003,0.42,19766.59,12,1,0.0,47.0,21,False
15044,11,2011-11-20 13:20:00,17,342,18,21.375,1.5454545454545454,17.19533783783784,71.4,0.84,7634.7300000000005,11,2,4.0,13.0,60,False
15046,35,2011-11-30 15:50:00,15,329,8,23.5,1.6666666666666667,25.35735,232.0,0.65,5071.47,9,4,5.0,10.0,46,False
15048,5,2011-10-05 14:55:00,4,303,64,101.0,1.0,4.053191489361702,30.0,0.39,381.0,4,9,0.0,4.0,147,False
15058,61,2011-11-14 14:57:00,11,286,24,28.6,1.375,7.904285714285714,46.2,0.42,2102.54,8,5,4.0,7.0,60,False
15061,1,2011-12-06 12:06:00,48,368,3,7.829787234042553,3.6923076923076925,135.32044665012407,2978.3999999999996,0.32,54534.14,13,0,1.0,47.0,54,False
15062,14,2011-09-29 16:51:00,4,288,70,96.0,1.0,17.330877192982456,39.0,9.120000000000001,987.86,4,9,0.0,4.0,146,False
15078,5,2011-12-02 15:41:00,32,361,6,11.64516129032258,2.4615384615384617,22.14343181818182,62.400000000000006,9.36,9743.11,13,0,1.0,31.0,35,False
15081,6,2011-11-17 17:08:00,5,345,21,86.25,1.0,15.296969696969697,35.400000000000006,8.5,504.8,5,8,1.0,4.0,158,False
15093,1,2011-11-21 13:09:00,6,353,17,70.6,1.0,42.565000000000005,202.79999999999998,5.04,4597.02,6,7,0.0,6.0,98,False
15101,14,2011-12-01 10:18:00,2,350,8,350.0,1.0,39.69125,104.39999999999999,12.600000000000001,317.53,2,11,0.0,2.0,350,False
15111,1,2011-11-10 16:58:00,3,343,28,171.5,1.0,18.660476190476192,39.6,2.88,1567.48,3,10,0.0,3.0,305,False
15114,72,2011-11-09 15:05:00,10,271,29,30.11111111111111,1.25,14.012994923857867,51.0,4.5600000000000005,2760.56,8,5,0.0,10.0,56,False
15125,103,2011-11-14 13:57:00,15,245,24,17.5,1.875,90.77543307086614,439.20000000000005,8.5,11528.48,8,5,0.0,15.0,52,False
15129,82,2011-10-20 14:40:00,11,241,49,24.1,1.5714285714285714,41.04047619047619,408.0,9.899999999999999,3447.4,7,6,0.0,11.0,56,False
15144,61,2011-12-01 15:12:00,17,304,7,19.0,1.8888888888888888,30.324608294930872,102.0,6.959999999999999,6580.44,9,4,0.0,17.0,62,False
15150,104,2011-11-22 12:52:00,10,251,16,27.88888888888889,1.6666666666666667,15.517096774193549,40.8,4.68,5291.33,6,7,2.0,8.0,82,False
15152,186,2011-11-30 12:32:00,13,177,9,14.75,2.1666666666666665,17.511771217712177,44.849999999999994,3.3600000000000003,4745.69,6,7,2.0,11.0,42,False
15157,15,2011-12-06 11:28:00,3,354,3,177.0,1.0,15.48856,85.0,2.88,1936.07,3,10,0.0,3.0,203,False
15159,12,2011-12-08 12:05:00,30,359,1,12.379310344827585,2.5,26.254943661971833,250.0,2.88,18641.010000000002,12,1,2.0,28.0,44,False
15187,161,2011-12-08 11:56:00,15,210,1,15.0,1.875,52.913111111111114,306.0,4.68,4762.18,8,5,1.0,14.0,43,False
15189,41,2011-12-08 13:22:00,41,331,0,8.275,3.4166666666666665,76.53485849056604,350.4,3.3,16225.39,12,1,0.0,41.0,48,False
15194,5,2011-12-06 15:10:00,15,365,2,26.071428571428573,1.5,24.569451612903226,232.0,2.34,7616.53,10,3,0.0,15.0,46,False
15197,15,2011-11-29 10:00:00,3,347,10,173.5,1.0,33.737812500000004,419.40000000000003,4.68,1079.6100000000001,3,10,0.0,3.0,241,False
15208,20,2011-12-08 17:24:00,5,352,0,88.0,1.0,20.717142857142857,66.0,6.8,870.12,5,8,0.0,5.0,190,False
15211,8,2011-10-10 13:31:00,2,304,59,304.0,1.0,17.20019230769231,38.25,10.2,894.4100000000001,2,11,0.0,2.0,304,False
15218,55,2011-11-29 11:48:00,11,308,10,30.8,1.2222222222222223,34.680060240963854,232.0,0.42,5756.89,9,4,0.0,11.0,54,False
15235,0,2011-05-06 09:44:00,12,155,217,14.090909090909092,2.4,15.716853146853149,35.400000000000006,5.04,2247.51,5,8,1.0,11.0,38,True
15249,117,2011-11-08 11:45:00,13,224,31,18.666666666666668,1.625,19.109885714285713,59.400000000000006,2.5,6688.46,8,5,0.0,13.0,41,False
15251,132,2011-11-30 15:02:00,11,232,8,23.2,1.375,94.45936936936937,348.0,34.56,10484.99,8,5,2.0,9.0,50,False
15271,8,2011-12-02 14:11:00,15,358,6,25.571428571428573,1.5,9.444469696969698,43.35,0.39,2493.34,10,3,2.0,13.0,98,False
15288,8,2011-10-27 16:58:00,5,322,42,80.5,1.0,26.210454545454546,135.0,1.1,2306.52,5,8,1.0,4.0,112,False
15290,14,2011-12-05 11:39:00,18,354,4,20.823529411764707,1.5,38.93735294117647,149.76,10.08,7943.22,12,1,1.0,17.0,44,False
15291,0,2011-11-14 11:02:00,14,348,25,26.76923076923077,2.0,45.326470588235296,243.35999999999999,9.95,4623.3,7,6,1.0,13.0,77,False
15298,7,2011-12-07 17:17:00,12,364,1,33.09090909090909,1.3333333333333333,24.999479166666664,990.0,4.68,4799.9,9,4,3.0,9.0,75,False
