CustomerID,TransactionAfterStartDate(Days),TotalTransactions,CustomerLife(Days),DaysSinceLastTransaction,AvgDaysBetweenTransactions,AvgTransactionsPerMonth,AvgTransactionValue,MaxTransactionValue,MinTransactionValue,Revenue,ActiveMonths,InactiveMonths,NoOfWeekendTransactions,NoOfWeekdayTransactions,MaxGapBetweentransactions,Churner,Scored Labels,Scored Probabilities
15365,58,7,289,25,48.16666666666666,2.333333333333333,20.301052631578948,99.6,7.439999999999999,2314.32,3,10,1,6,219,False,False,0.17581119132793585
17516,88,5,270,14,67.5,1.25,5.665777777777778,20.65,0.55,764.88,4,9,2,3,104,False,False,0.16990318363474363
12957,34,8,329,9,47,1.3333333333333333,16.880420168067225,76.5,2.88,4017.54,6,7,0,8,114,False,False,0.10996666825607322
18122,223,6,142,7,28.4,1.2,5.04743661971831,39.95,0.39,1791.84,5,8,1,5,66,False,False,0.11328868999026676
17686,71,7,295,6,49.16666666666666,1.4,20.06804195804196,81.6,4.68,5739.46,5,8,0,7,102,False,False,0.0850259681557751
15380,8,5,356,8,89,1,46.95166666666668,230.1,15,1690.2600000000002,5,8,0,5,224,False,False,0.1269505719350448
17243,4,26,368,0,14.72,2.1666666666666665,22.102720207253885,408,0.85,8531.65,12,1,12,14,58,False,False,0.040166313434127
15815,114,5,196,63,49,1,42.86938775510204,254.4,5.04,2100.6,5,8,0,5,77,False,False,0.4650868051381738
13211,12,3,350,9,175,1,19.91672727272727,204,1.25,1095.42,3,10,0,3,266,False,False,0.13992777605883674
14691,161,5,182,30,45.5,1.6666666666666667,29.779295774647885,122.04,7.800000000000002,2114.33,3,10,1,4,116,False,False,0.23271029216198866
15518,41,8,268,63,38.285714285714285,1.6,9.150238095238096,37.5,0.84,1921.55,5,8,3,5,103,False,False,0.42723288964257533
14289,84,6,280,8,56,1,19.388510638297873,67.5,6.72,911.26,6,7,0,6,126,False,False,0.1297219589294275
15932,84,8,285,3,40.714285714285715,1,21.703217391304346,122.04,4.5600000000000005,2495.87,8,5,0,8,84,False,False,0.09379362505200063
14595,60,6,293,19,58.6,1.5,17.06470588235294,59,1.25,1740.6,4,9,3,3,227,False,False,0.15607385039198696
14329,44,7,312,16,52,1.1666666666666667,19.28387596899225,79.8,5.04,4975.24,6,7,0,7,109,False,False,0.1198399376360534
17705,72,9,298,2,37.25,1.125,17.70407766990291,51,7.9,1823.52,8,5,1,8,58,False,False,0.09303972496797862
15298,7,12,364,1,33.09090909090909,1.3333333333333333,24.999479166666664,990,4.68,4799.9,9,4,3,9,75,False,False,0.1492188736777281
14209,41,6,321,10,64.2,1,23.83252873563218,81.6,7.800000000000002,2073.43,6,7,0,6,110,False,False,0.13456764919995837
17469,169,5,188,15,47,1,21.261022727272728,49.5,9.9,1870.97,5,8,0,5,56,False,False,0.14867319407714594
14482,134,6,220,17,44,1.5,14.765036496350366,179,0.21,2022.81,4,9,1,5,140,False,False,0.1706615441186213
16607,15,14,341,17,26.23076923076923,1.4,19.463430232558142,295,4,3347.71,10,3,0,14,66,False,False,0.12056741142616843
15660,8,9,340,24,42.5,1.5,17.787333333333333,47.2,4.5600000000000005,1600.86,6,7,0,9,82,False,False,0.1927714978799839
13255,0,2,364,8,364,1,30.731538461538463,90,14.95,399.51,2,11,0,2,364,False,False,0.0890083328635996
16066,249,5,107,16,26.75,1.6666666666666667,15.059801980198019,103.68,0.39,1521.04,3,10,3,2,62,False,False,0.1817670846676245
17372,11,8,321,40,45.85714285714285,1.6,5.3274103585657375,35.40000000000001,0.84,1337.18,5,8,4,4,105,False,False,0.2927929984588398
13097,13,10,327,32,36.333333333333336,1.1111111111111112,14.259429928741095,75.60000000000002,0.85,6003.22,9,4,3,7,59,False,False,0.1567225339087539
17924,0,7,361,11,60.16666666666666,1.75,95.56451612903227,367.2000000000001,21,2962.5,4,9,0,7,233,False,False,0.1318409642131664
13266,117,12,245,10,22.272727272727273,1.3333333333333333,20.504064171122998,117,4.5600000000000005,3834.26,9,4,1,11,45,False,False,0.0931294998157194
18109,4,26,368,1,14.72,2,18.151746031746036,240.9,0.55,8004.92,13,0,9,17,43,False,False,0.033811006991208016
14748,5,5,339,28,84.75,1.25,15.907303370786517,34.8,4,1415.75,4,9,0,5,156,False,False,0.22377626067474782
17420,0,3,323,49,161.5,1,19.961,39.6,12.48,598.83,3,10,0,3,202,False,False,0.327647383981341
17348,76,5,283,14,70.75,1.6666666666666667,5.430046948356807,39.6,0.21,1156.6,3,10,0,5,226,False,False,0.13708148787559307
14432,284,6,79,9,15.8,2,5.9641909814323615,99,0.19,2248.5,3,10,4,2,21,False,False,0.1530405532760342
14709,15,13,343,14,28.58333333333333,1.4444444444444444,25.10734693877551,62.40000000000001,6.959999999999999,4921.04,9,4,2,11,61,False,False,0.0940381612669884
13113,7,24,365,0,15.869565217391305,2.1818181818181817,60.966218905472644,1700,0.85,12254.21,11,2,3,21,52,False,False,0.0939424889014887
15392,13,4,355,4,118.33333333333331,1,18.280119047619046,83.4,2.88,1535.53,4,9,0,4,271,False,False,0.1007244264209035
18210,106,6,265,1,53,1.5,19.562537313432838,75.60000000000002,4.68,2621.38,4,9,0,6,215,False,False,0.08024941513572059
16003,14,5,329,29,82.25,1.25,26.55699029126213,250,2.55,2735.37,4,9,0,5,193,False,False,0.22061628782225828
14978,43,5,258,71,64.5,1.25,8.978364485981311,47.7,1.45,1921.37,4,9,0,5,163,True,False,0.47459625441729675
14217,7,17,364,1,22.75,1.4166666666666667,20.0498,130.8,9.48,2004.98,12,1,2,15,56,False,False,0.06992826242987914
15485,0,3,343,29,171.5,1,30.170588235294122,204,1.25,2564.5,3,10,0,3,305,False,False,0.1812005383364235
13538,58,7,272,42,45.33333333333334,1,51.234,70.8,17.85,1280.85,7,6,0,7,91,False,False,0.2780833297418295
13450,155,6,191,26,38.2,1.2,28.78478873239436,103.68,10.08,2043.72,5,8,3,3,62,False,False,0.21738999021706112
